Title,Oscar Status,Globes Status,Decade Released,Runtime (minutes),Box Office,Genre,Sub-Genre,Studio,Rotten Tomatoes (out of 100),IMDb (out of 100),Metacritic (out of 100),Director,Starring,Release Date,Budget,Domestic Gross,Worldwide Gross,Total Gross,Net Gross,remake,Cast Strength,Director Strength,Total Status,total score
Veronica Mars,0,0,2010-2019,107,3485127,Crime,Police & Detectives,Warner Bros,79,680,62,Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni, Chris Lowell, Percy Daggs III, Tina Majorino, Krysten Ritter, Martin Starr",3/14/2014,60000000,33221270,34853830,68075100,8075100,0,0,0,0,209
Lansky,0,0,2020-2029,119,,"Crime, Thriller","BioPic & True Story, Gangster & Mob/Mafia",Vertical Entertainment,,,,Eytan Rockaway,"Harvey Keitel, John Magaro, Minka Kelly, AnnaSophia Robb, Sam Worthington, Robert Walker Branchaud, Sandra Ellis Lafferty, Shane McRae",6/22/2021,50000000,610300,1448940,2059240,-47940760,0,0,0,0,
Booksmart,0,0,2010-2019,102,24849029,Comedy,Coming-of-Age,"Annapurna Pictures, Gloria Sanchez",97,720,84,Olivia Wilde,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis, Diana Silvers, Skyler Gisondo, Billie Lourd, Molly Gordon",5/24/2019,60000000,226809620,249481410,476291030,416291030,0,0,0,0,253
The Belko Experiment,0,0,2010-2019,89,10166820,"Horror, Thriller","Psychological Horror, Psychological Thriller, Horror Thriller","Blumhouse, Orion Pictures",53,610,44,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley, Melonie Diaz, Michael Rooker, Josh Brener, Owain Yeoman",3/17/2017,50000000,101668200,117929420,219597620,169597620,0,0,0,0,158
West Side Story,0,0,2020-2029,156,,"Musical, Drama, Romance","Romantic Drama, Dance & Music, Remake","20th Century Studios, Amblin",,,,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Rita Moreno, Ariana DeBose, David Alvarez, Corey Stoll, Brian d'Arcy James, Josh Andrés Rivera",10/18/1961,60000000,437000000,475962740,912962740,852962740,1,0,0,0,
Trance,0,0,2010-2019,101,24261569,Crime,Mystery & Suspense,Searchlight Pictures,68,690,61,Danny Boyle,"James McAvoy, Vincent Cassel, Rosario Dawson, Matt Cross, Danny Sapani, Tuppence Middleton, Lee Nicholas Harris, Sam Creed",3/27/2013,160000000,23225930,225940520,249166450,89166450,0,0,2,0,198
Black Christmas (1974),0,0,1970-1979,98,4053000,Horror,Slasher & Shock/Gore,Warner Bros,,,,Bob Clark,"Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon, Marian Waldman, Andrea Martin, James Edmond, Doug McGrath",12/5/2006,90000000,162357380,162357380,324714760,234714760,1,0,0,0,
American Honey,0,0,2010-2019,163,1818075,"Dramedy, Romance","Road/Roadtrip & Travel, Romantic Drama","A24, Film4",79,700,80,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes, Crystal Ice, Veronica Ezell, Chad Cox",9/30/2016,35000000,6632470,26117500,32749970,-2250030,0,0,0,0,229
Paper Towns,0,0,2010-2019,109,85512300,Dramedy,Coming-of-Age,20th Century Studios,57,630,56,Jake Schreier,"Nat Wolff, Cara Delevingne, Justice Smith, Austin Abrams, Halston Sage, Cara Buono, Caitlin Carver, John Green",7/9/2015,120000000,320003040,854504840,1174507880,1054507880,0,0,0,0,176
Kung Pow! Enter the Fist,0,0,2000-2009,81,,Comedy,"Action Comedy, Martial Arts/Samurai & Wuxia",20th Century Studios,13,620,14,Steve Oedekerk,"Hui Lou Chen, Tad Horino, Steve Oedekerk, Jennifer Tung, Ming Lo, Peggy Lu, Liu Chia-Liang",1/25/2002,100000000,160335560,170335560,330671120,230671120,0,0,0,0,89
Everybody Wants Some!!,0,0,2010-2019,116,3400278,Comedy,Coming-of-Age,Annapurna Pictures,87,690,83,Richard Linklater,"Blake Jenner, Zoey Deutch, Ryan Guzman, Tyler Hoechlin, J. Quinton Johnson, Glen Powell, Wyatt Russell, Will Brittain",3/30/2016,100000000,34002780,54371260,88374040,-11625960,0,0,1,0,239
Insidious: Chapter 3,0,0,2010-2019,97,104303851,Horror,"Haunted & Paranormal/Supernatural, Sequel","Blumhouse, Focus Features",57,610,52,Leigh Whannell,"Stefanie Scott, Lin Shaye, Dermot Mulroney, Leigh Whannell, Angus Sampson, Steve Coulter, Hayley Kiyoko, Tom Gallop",6/4/2015,100000000,522185580,1204531550,1726717130,1626717130,0,0,0,0,170
Mad Max 2: The Road Warrior,0,0,1980-1989,96,24600832,Action,"Disaster & Apocalypse, Sequel",Warner Bros,93,760,77,George Miller,"Mel Gibson, Bruce Spence, Michael Preston, Max Phipps, Vernon Wells, Kjell Nilsson, Emil Minty, Virginia Hey",12/24/1981,20000000,236679070,236688590,473367660,453367660,0,0,0,0,246
Sparkle,0,0,2010-2019,116,24637469,Drama,Family Dynamics,Sony Pictures,57,570,54,Salim Akil,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps, Carmen Ejogo, Tika Sumpter, Omari Hardwick, Cee Lo Green",8/17/2012,100000000,243974690,246603230,490577920,390577920,0,0,0,0,168
The Babadook,0,0,2010-2019,94,10312540,Horror,Psychological Horror,"IFC Films, Entertainment One",98,680,86,Jennifer Kent,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall, Barbara West, Benjamin Winspear, Cathy Adamek, Craig Behenna",5/23/2014,20000000,9507920,74823870,84331790,64331790,0,0,0,0,252
Notorious (2009),0,0,2000-2009,122,43051547,Drama,BioPic & True Story,Searchlight Pictures,52,67,60,George Tillman Jr.,"Jamal Woolard, Derek Luke, Naturi Naughton, Anthony Mackie, Antonique Smith, Angela Bassett, Marc John Jefferies, C.J. Wallace",8/15/1946,20000000,244647420,244933800,489581220,469581220,1,0,0,0,118.7
Hardcore Henry,0,0,2010-2019,96,14333790,"Sci-Fi, Action",Action Thriller,STX Films,51,670,51,Ilya Naishuller,"Sharlto Copley, Andrey Dementyev, Haley Bennett, Danila Kozlovsky, Tim Roth, Ilya Naishuller, Darya Charusha, Svetlana Ustinova",4/7/2016,20000000,92520380,171874340,264394720,244394720,0,0,0,0,169
The Outsiders,0,0,1990-1999,114,33697647,Drama,Coming-of-Age,Warner Bros,63,710,41,Francis Ford Coppola,"Matt Dillon, Ralph Macchio, C. Thomas Howell, Patrick Swayze, Rob Lowe, Emilio Estevez, Tom Cruise, Glenn Withrow",3/25/1983,100000000,256976470,257240740,514217210,414217210,0,0,4,0,175
It Follows,0,0,2010-2019,101,14674076,Horror,Psychological Horror,RADiUS-TWC,95,680,83,David Robert Mitchell,"Maika Monroe, Lili Sepe, Olivia Luccardi, Daniel Zovatto, Keir Gilchrist, Jake Weary, Bailey Spry, Loren Bass",2/6/2015,20000000,146740770,232362960,379103730,359103730,0,0,0,0,246
Saw IV,0,0,2000-2009,96,139352633,Horror,"Slasher & Shock/Gore, Sequel",Lionsgate,20,590,36,Darren Lynn Bousman,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell, Lyriq Bent, Athena Karkanis, Louis Ferreira, Sarain Boylan",10/26/2007,100000000,633000950,1357596940,1990597890,1890597890,0,0,0,0,115
To Kill a Mockingbird,0,0,1960-1969,129,13129846,Drama,Courtroom & Legal,Universal Pictures,92,820,88,Robert Mulligan,"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy, Ruth White, Brock Peters, Estelle Evans, Paul Fix",12/25/1962,20000000,131298460,131298460,262596920,242596920,0,0,0,0,262
Harsh Times,0,0,2000-2009,116,5967038,Crime,Gangster & Mob/Mafia,MGM Studios,48,690,56,David Ayer,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman, Tammy Trull, J.K. Simmons, Michael Monks, Samantha Esteban",11/10/2006,20000000,33379310,62253040,95632350,75632350,0,0,0,0,173
Stripes,0,0,1980-1989,106,85300000,Comedy,War,Sony Pictures,86,690,68,Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad",6/26/1981,100000000,853000000,853000000,1706000000,1606000000,0,0,0,0,223
"Love, Simon",0,0,2010-2019,110,66316289,Dramedy,LGBTQ+,20th Century Studios,91,760,72,Greg Berlanti,"Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford, Alexandra Shipp, Logan Miller, Keiynan Lonsdale, Jorge Lendeborg Jr.",3/16/2018,100000000,408263410,655206330,1063469740,963469740,0,0,0,0,239
Locke,0,0,2010-2019,85,4635300,"Drama, Thriller",Psychological Thriller,A24,91,710,81,Steven Knight,"Tom Hardy, Ruth Wilson, Andrew Scott, Olivia Colman, Tom Holland, Ben Daniels, Bill Milner, Alice Lowe",4/25/2014,20000000,13706460,20883900,34590360,14590360,0,0,0,0,243
In the Shadow of the Moon,0,0,2010-2019,115,,Mystery,Police & Detectives,Netflix,95,620,48,Jim Mickle,"Boyd Holbrook, Cleopatra Coleman, Michael C. Hall, Bokeem Woodbine, Sarah Dugdale, Rudi Dharmalingam, Rachel Keller, Quincy Kirkwood",9/7/2007,20000000,11343580,21755870,33099450,13099450,0,0,0,0,205
Buried,0,0,2010-2019,94,19152480,"Drama, Thriller",Psychological Thriller,Lionsgate,87,700,65,Rodrigo Cortés,"Ryan Reynolds, José Luis García Pérez, Robert Paterson, Stephen Tobolowsky, Samantha Mathis, Ivana Miño, Warner Loughlin, Erik Palladino",9/24/2010,19876500,10441430,212702900,223144330,203267830,0,0,0,0,222
Submarine,0,0,2010-2019,97,864659,Dramedy,Coming-of-Age,"Lantern Entertainment, Film4",88,730,76,Richard Ayoade,"Noah Taylor, Paddy Considine, Craig Roberts, Yasmin Paige, Steffan Rhodri, Darren Evans, Sally Hawkins, Osian Cai Dulais",6/3/2011,19000000,4676020,45819370,50495390,31495390,0,0,0,0,237
The Purge: Election Year,0,0,2010-2019,105,118587880,Horror,"Slasher & Shock/Gore, Sequel","Blumhouse, Platinum Dunes",56,600,55,James DeMonaco,"Elizabeth Mitchell, Frank Grillo, Mykelti Williamson, Betty Gabriel, Joseph Julian Soria, Raymond J. Barry, Edwin Hodge, Kyle Secor",7/1/2016,100000000,790424400,1185147270,1975571670,1875571670,0,0,0,0,171
From Russia with Love,0,0,1960-1969,115,78898765,Action,"Spy & Secret Agents/Espionage, Sequel",MGM Studios,95,740,84,Terence Young,"Sean Connery, Daniela Bianchi, Lotte Lenya, Bernard Lee, Desmond Llewelyn, Lois Maxwell, Pedro Armendáriz, Robert Shaw",4/8/1964,20000000,248000000,789000000,1037000000,1017000000,0,0,0,0,253
The Sleepover,0,0,2020-2029,103,,Comedy,Action Comedy,Netflix,70,560,46,Trish Sie,"Joanna Herrington, Sadie Stanley, Joe Manganiello, Cree Cicchino, Karla Souza, Malin Åkerman, Ken Marino, Lucas Jaye",7/9/2004,100000000,94081830,94240520,188322350,88322350,0,0,0,0,172
Idiocracy,0,0,2000-2009,84,495303,Comedy,"Parody & Satire/Spoof, Time Travel",20th Century Studios,76,660,66,Mike Judge,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews, Anthony 'Citric' Campos, David Herman, Sonny Castillo, Kevin McAfee",9/1/2006,24000000,4440930,5002960,9443890,-14556110,0,0,0,0,208
The Birth of a Nation (2019),0,0,2010-2019,120,15861566,Drama,BioPic & True Story,Searchlight Pictures,73,640,69,Nate Parker,"Nate Parker, Armie Hammer, Aja Naomi King, Jackie Earle Haley, Penelope Ann Miller, Gabrielle Union, Mark Boone Junior, Aunjanue Ellis",10/7/2016,100000000,158615660,168910110,327525770,227525770,1,0,0,0,206
Body Double,0,0,1980-1989,114,8801940,Crime,Mystery & Suspense,Columbia Pictures,,,,Brian De Palma,"Craig Wasson, Melanie Griffith, Gregg Henry, Deborah Shelton, Guy Boyd, Dennis Franz, David Haskell, Rebecca Stanley",10/26/1984,100000000,88019400,88024280,176043680,76043680,0,0,0,0,
Pinocchio,0,0,1940-1949,88,84300000,Animation,Kids & Family,Disney,100,740,99,Walt Disney,"Dickie Jones, Cliff Edwards, Christian Rub, Evelyn Venable, Walter Catlett, Mel Blanc, Charles Judels, Frankie Darro",2/9/1940,22892470,843000000,843000000,1686000000,1663107530,0,0,0,0,273
Emma.,0,0,2020-2029,125,25155355,Dramedy,Parody & Satire/Spoof,"Focus Features, Working Title",87,670,71,Autumn de Wilde,"Anya Taylor-Joy, Johnny Flynn, Josh O'Connor, Callum Turner, Mia Goth, Miranda Hart, Bill Nighy, Rupert Graves",2/13/2020,100000000,100553550,273657880,374211430,274211430,0,0,0,0,225
Fantasia,0,0,1940-1949,124,83320000,Animation,Kids & Family,Disney,94,780,96,Walt Disney,"Deems Taylor, Walt Disney, Julietta Novis, Leopold Stokowski",11/13/1940,22800000,833200000,833208320,1666408320,1643608320,0,0,0,0,268
The French Connection,2,2,1970-1979,104,41158757,"Crime, Thriller",Crime Thriller,20th Century Studios,98,770,94,William Friedkin,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi, Frédéric de Pasquale, Bill Hickman, Ann Rebbot",10/9/1971,22000000,411587570,411615140,823202710,801202710,0,0,0,4,269
Silent House,0,0,2010-2019,85,13101672,Horror,Haunted & Paranormal/Supernatural,Open Road Films,43,520,49,Laura Lau,"Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Chan, Adam Barnett, Haley Murphy",3/9/2012,20000000,127397370,166107600,293504970,273504970,0,0,0,0,144
Sleeper,0,0,1970-1979,87,18344729,"Sci-Fi, Comedy",Parody & Satire/Spoof,United Artists,100,720,77,Woody Allen,"Woody Allen, Diane Keaton, John Beck, Mary Gregory, Brian Avery, Don Keefer, Mews Small, Peter Hobbs",12/17/1973,20000000,183447290,183447290,366894580,346894580,0,0,0,0,249
Eighth Grade,0,0,2010-2019,94,13539709,Dramedy,Coming-of-Age,A24,99,740,89,Bo Burnham,"Elsie Fisher, Josh Hamilton, Emily Robinson, Jake Ryan, Daniel Zolghadri, Fred Hechinger, Imani Lewis, Luke Prael",7/13/2018,20000000,135397100,143480200,278877300,258877300,0,0,0,0,262
Shut In,0,0,2020-2029,90,304106,"Mystery, Thriller",Mystery & Suspense,"Voltage Pictures, Daily Wire",,,,D.J. Caruso,"Rainey Qualley, Vincent Gallo, Jake Horowitz, Luciana VanDette",3/17/2016,100000000,69003350,113606650,182610000,82610000,0,0,0,0,
The Diary of a Teenage Girl,0,0,2010-2019,98,1477002,Dramedy,Coming-of-Age,Sony Pictures,95,690,87,Marielle Heller,"Bel Powley, Kristen Wiig, Alexander Skarsgård, Christopher Meloni, Austin Lyon, Madeleine Waters, Margarita Levieva, Quinn Nagle",8/7/2015,20000000,14770020,22799590,37569610,17569610,0,0,0,0,251
Snatch,0,0,2000-2009,103,83557872,Comedy,Heist,Sony Pictures,73,830,55,Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham, Vinnie Jones, Benicio del Toro, Dennis Farina, Rade Šerbedžija, Alan Ford",9/1/2000,100000000,300931070,835931070,1136862140,1036862140,0,0,0,0,211
Bad Words,0,0,2010-2019,89,7800000,Dramedy,Raunchy & Sex Humor,Focus Features,66,660,57,Jason Bateman,"Jason Bateman, Kathryn Hahn, Rohan Chand, Philip Baker Hall, Allison Janney, Ben Falcone, Steve Witting, Beth Grant",3/14/2014,100000000,77796140,78431450,156227590,56227590,0,0,0,0,189
American Splendor,0,0,2000-2009,101,6003587,Dramedy,BioPic & True Story,"Dark Horse, HBO, Fine Line Features",94,740,90,Shari Springer Berman,"Paul Giamatti, Hope Davis, Judah Friedlander, James Urbaniak, Harvey Pekar, Joyce Brabner, Daniel Tay, Donal Logue",8/15/2003,20000000,60035870,86856320,146892190,126892190,0,0,0,0,258
The Hustler,1,0,1960-1969,134,7600000,"Drama, Sports",,20th Century Studios,98,800,90,Robert Rossen,"Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott, Myron McCormick, Murray Hamilton, Michael Constantine, Stefan Gierasch",9/25/1961,20000000,76000000,76000000,152000000,132000000,0,0,0,1,268
Wrong Turn,0,0,2000-2009,84,28650575,Horror,Slasher & Shock/Gore,"20th Century Studios, Summit Entertainment",40,610,32,Rob Schmidt,"Eliza Dushku, Desmond Harrington, Emmanuelle Chriqui, James Downing, Julian Richings, Lindy Booth, Jeremy Sisto, Wayne Robson",5/30/2003,100000000,154177710,286495560,440673270,340673270,0,0,0,0,133
The Florida Project,0,0,2010-2019,111,11303040,Drama,Social Commentary,A24,96,760,92,Sean Baker,"Willem Dafoe, Brooklynn Prince, Bria Vinaite, Valeria Cotto, Christopher Rivera, Caleb Landry Jones, Aiden Malik, Josie Olivo",10/6/2017,20000000,59043660,112756450,171800110,151800110,0,0,0,0,264
MacGruber,0,0,2010-2019,90,9322895,Comedy,Parody & Satire/Spoof,"Universal Pictures, Relativity Media",48,550,43,Jorma Taccone,"Ryan Phillippe, Kristen Wiig, Will Forte, Val Kilmer, Powers Boothe, Maya Rudolph, Rhys Coiro, Andy Mackenzie",5/21/2010,100000000,85256000,86298950,171554950,71554950,0,0,0,0,146
Minari,1,0,2020-2029,115,,Drama,Family Dynamics,"A24, Plan B Entertainment",100,730,87,Lee Isaac Chung,"Steven Yeun, Han Ye-ri, Youn Yuh-jung, Will Patton, Scott Haze, Noel Kate Cho, Alan Kim, Eric Starkey",12/11/2020,20000000,29648160,154746590,184394750,164394750,0,0,0,1,260
Office Space,0,0,1990-1999,89,10827810,Comedy,Dark Comedy,20th Century Studios,80,770,68,Mike Judge,"Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu, Diedrich Bader, Stephen Root, Gary Cole, Richard Riehle",2/19/1999,100000000,108278130,121797080,230075210,130075210,0,0,0,0,225
Halloween,0,0,2010-2019,106,253688035,"Horror, Thriller","Slasher & Shock/Gore, Horror Thriller, Sequel","Blumhouse, Universal Pictures",79,660,67,David Gordon Green,"Jamie Lee Curtis, Judy Greer, Andi Matichak, Will Patton, Virginia Gardner, Sophia Miller, James Jude Courtney, Nick Castle",10/17/2018,100000000,1593660150,2554160890,4147821040,4047821040,0,0,0,0,212
Tremors,0,0,1990-1999,96,48572000,Horror,"Monsters & Creatures, Horror Comedy",Universal Pictures,88,710,65,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire, Victor Wong, Tony Genaro, Charlotte Stewart",1/19/1990,100000000,166670840,166680890,333351730,233351730,0,0,0,0,224
Hang 'Em High,0,0,1960-1969,114,6800000,Western,,MGM Studios,92,700,62,Ted Post,"Clint Eastwood, Inger Stevens, Ed Begley, Pat Hingle, Ben Johnson, Charles McGraw, Ruth White, Bruce Dern",8/3/1968,18000000,68000000,68000000,136000000,118000000,0,0,0,0,224
2001: A Space Odyssey,0,0,1960-1969,149,71923560,Sci-Fi,Space,MGM Studios,93,830,84,Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester, Douglas Rain, Daniel Richter, Leonard Rossiter, Margaret Tyzack, Robert Beatty",4/2/1968,105000000,599363210,717968560,1317331770,1212331770,0,0,0,0,260
Gremlins,0,0,1980-1989,106,153083102,Horror,"Dark Comedy, Horror Comedy","Warner Bros, Amblin",84,730,70,Joe Dante,"Zach Galligan, Phoebe Cates, Hoyt Axton, Frances Lee McCain, Corey Feldman, Keye Luke, John Louie, Dick Miller",6/8/1984,110000000,1516619130,1524457580,3041076710,2931076710,0,0,0,0,227
The To Do List,0,0,2010-2019,104,3566225,Comedy,Coming-of-Age,CBS Films,54,580,61,Maggie Carey,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat, Rachel Bilson, Sarah Steele, Christopher Mintz-Plasse, Clark Gregg",7/26/2013,15000000,34916690,41288280,76204970,61204970,0,0,0,0,173
"I, Tonya",0,1,2010-2019,120,53939297,Dramedy,BioPic & True Story,NEON,90,750,77,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson, Paul Walter Hauser, Bobby Cannavale, Bojana Novaković, Caitlin Carver",12/8/2017,110000000,300145340,537974090,838119430,728119430,0,0,0,1,242
What's Eating Gilbert Grape,0,0,1990-1999,118,10032765,Drama,Melodrama,Paramount Pictures,90,780,73,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe",12/25/1993,110000000,91702140,91702140,183404280,73404280,0,0,0,0,241
Wolfwalkers,0,0,2020-2029,103,171900,"Fantasy, Animation",Kids & Family,Apple Studios,99,810,87,Tomm Moore,"Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney, Tommy Tiernan, Jon Kenny, John Morton, Maria Doyle Kennedy",10/30/2020,112500000,0,32411420,32411420,-80088580,0,0,0,0,267
Mr. Smith Goes to Washington,1,0,1930-1939,129,9600000,Dramedy,Political,Columbia Pictures,85,810,73,Frank Capra,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi",10/17/1939,15000000,90000000,90000000,180000000,165000000,0,0,0,1,239
Dawn of the Dead (2004),0,0,2000-2009,101,102356381,Horror,"Monsters & Creatures, Zombie, Sequel",Columbia Pictures,,,,Zack Snyder,"Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer, Ty Burrell, Matt Frewer, Michael Kelly, Kevin Zegers",4/20/1979,15000000,51000000,550000000,601000000,586000000,1,0,0,0,
If Beale Street Could Talk,0,1,2010-2019,120,20572691,"Drama, Romance",Romantic Drama,Annapurna Pictures,94,710,87,Barry Jenkins,"KiKi Layne, Stephan James, Regina King, Teyonah Parris, Colman Domingo, Ethan Barrett, Milanni Mines, Ebony Obsidian",12/14/2018,120000000,149157730,213983710,363141440,243141440,0,0,1,1,252
Crank,0,0,2000-2009,88,42931041,Crime,Assassins/Hitmen & Gunslingers,Lionsgate,61,690,57,Mark Nelveldine,"Jason Statham, Amy Smart, José Pablo Cantillo, Efren Ramirez, Dwight Yoakam, Carlos Sanz, Reno Wilson, Edi Gathegi",9/1/2006,120000000,278384080,439249230,717633310,597633310,0,0,0,0,187
Waitress,0,0,2000-2009,108,22179430,Dramedy,Cooking,Searchlight Pictures,90,700,75,Adrienne Shelly,"Keri Russell, Nathan Fillion, Andy Griffith, Cheryl Hines, Eddie Jemison, Jeremy Sisto, Adrienne Shelly, Lew Temple",5/2/2007,15000000,190975500,222171830,413147330,398147330,0,0,0,0,235
Witness,0,0,1980-1989,113,68706993,"Drama, Thriller",Crime Thriller,Paramount Pictures,93,740,76,Peter Weir,"Harrison Ford, Kelly McGillis, Josef Sommer, Lukas Haas, Jan Rubeš, Alexander Godunov, Danny Glover, Brent Jennings",2/8/1985,120000000,655325760,655325760,1310651520,1190651520,0,0,0,0,243
Spartacus,0,0,1960-1969,197,60000000,Drama,BioPic & True Story,Universal Pictures,,,,Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton, Peter Ustinov, John Gavin, Nina Foch, John Ireland",10/7/1960,120000000,300000000,600000000,900000000,780000000,0,0,0,0,
